ProductID,UserID,GeneralFeedbackID,Title,Content,Upvote,Rating,CreatedDate,FeedbackDetailID
143144589,665220.0,16933124,Hài lòng,ok good,0,4,1656904788,25
143144589,1297711.0,16728550,Cực kì hài lòng,,0,5,1655351392,26
143144589,1840590.0,14235954,Hài lòng,màn đẹp nhưng giao hàng lâu,0,4,1641201522,27
143144589,11294967.0,16101372,Cực kì hài lòng,ok.,0,5,1650978822,28
143144589,8328168.0,16041599,Cực kì hài lòng,ok,0,5,1650614055,29
143144589,27167282.0,15701404,Cực kì hài lòng,,0,5,1648731347,30
143144589,16662534.0,15165354,Cực kì hài lòng,,0,5,1645932110,31
143144589,6961773.0,14792191,Cực kì hài lòng,,0,5,1644028204,32
143144589,773340.0,14777894,Cực kì hài lòng,,0,5,1643807627,33
143144589,12938416.0,13706009,Cực kì hài lòng,Sản phẩm ok,0,5,1639042031,34
143144589,7706145.0,14677286,Cực kì hài lòng,,0,5,1643073044,35
143144589,512691.0,14024357,Cực kì hài lòng,,1,5,1640252538,36
143144589,25851208.0,13856776,Cực kì hài lòng,,0,5,1639586793,37
270458103,17615250.0,19684714,Hài lòng,"Ship hơi lâu, màn đẹp",1,4,1702713214,38
270458103,16009912.0,19779903,Cực kì hài lòng,,0,5,1708661565,39
270771620,29497573.0,19603866,Hài lòng,,0,4,1697884159,40
57268501,2135189.0,15283941,Cực kì hài lòng,"Mình đã dùng được khoảng 2 tuần. Tiki giao hàng rất nhanh, giá cũng tốt. Mình dùng màn hình này làm màn hình phụ, đáp ứng tốt nhu cầu đọc nghiên cứu và làm việc văn phòng vì có thể arrange nhiều windows thoải mái. Về nhu cầu giải trí thì 7.5/10, với những video tối thì xem không thích lắm, và độ smooth màu không cao. Loa được nhưng không hay dùng làm. Có cái đế to, tốn diện tích một tí nhưng có vẻ chắc chắn hơn. Chênh lệch màu sắc giữa màn hình phụ và màn hình laptop tạm chấp nhận được vì mình chưa có yêu cầu nhiều và tự chỉnh thấy oải quá =)) Tấm nền IPS nên chấp nhận chuyện hở sáng thôi ạ",0,4,1646548875,41
57268501,11428635.0,13045991,Cực kì hài lòng,"Mình vừa nhận đc màn hình chiều nay từ shop. Giờ mở lên xem thì có ngay cái gạch này, lại còn hở sáng khủng khiếp. Vui lòng xử lý giùm mình.
Chờ từ 6/11 tới giờ 4 ngày mà ko thấy 1 phản hồi nào từ shop. Chán cho lên 5* để shop vừa lòng.",16,5,1636196806,42
57268501,5177322.0,12851085,Cực kì hài lòng,"Xem review so sánh nhiều, cuối cùng chọn màn này thay vì Dell U. Chất màu ngon, dùng chỉnh ảnh khá là ưng. Ưng nhất vẫn là tỉ lên 16:10, màn rộng hẳn, chỉnh ảnh, làm việc các phần mềm kỹ thuật, chia đôi màn hình đều lợi về chiều cao. Nhờ cái tỉ lệ này nên chiều cao màn cao gần bằng con 27"". 
+ Độ sáng con này hơn Dell U kha khá, thích hợp làm việc khu vực nhiều ánh sáng hơn so với Dell. 
+ Về thẩm mỹ thì tạm được, không đẹp bằng Dell U, Dell cho viền mỏng hơn con Proart này.
+ Chân đế dễ nâng hạ, chỉnh góc nghiêng hoặc bắt arm đằng sau cũng được.",8,5,1635268045,43
57268501,7221969.0,18742451,Cực kì hài lòng,"Hàng ngon. Nhưng trừ khi thật sự cần mầu chuẩn. Nếu không có thể mua xiaomi có 3tr (mầu cũng rất ổn) hay thêm tiền mua 4K 27inch khác.
Nếu thật sự cần mầu chuẩn cho làm đồ hoạ thì tầm giá này cũng rẻ nhất rồi.",0,5,1675567075,44
57268501,5484766.0,15495723,Rất không hài lòng,"Màn mình mua 26/1 dùng đến 10/2 thì nguồn chết mở ko lên. Gọi lên ttbh asus thì đc bảo là màn mua sd chưa đến 1th thì có thể liên hệ đại lý mua để đổi màn mới, sau đó m gọi lên cskh tiki thì tiki bảo là “sẽ cho nhân viên đến nhà bảo hành”(chứ ko nói gì về đổi hàng :))). Cuối cùng m gọi lại cho tổng đài asus thì dc hd đến ttbh asus ở tp mình. Màn thì bên asus bảo hiện tại chưa có nhưng chắc chắn sẽ đổi màn mới cho mình( màn hỏng dc asus thay nguồn khác để dùng tạm )

P/s: check s/n thì thấy màn bị trôi bh hơn 1th so vs tgian mình mua",0,1,1647664158,45
57268501,11246238.0,19303056,Cực kì hài lòng,"Màn dùng ngoan như ko hiểu sao lúc mở hộp có mùi khép, mùi cháy tỏa ra trong màng liệu có phải màng đã bị cháy hay sao nữa",0,5,1687001652,46
57268501,5622966.0,17551150,Cực kì hài lòng,"Chất lượng màn hình tốt.
---
Mình ở HN, vừa mua xong, nhưng không còn nhu cầu dùng. Ae nào muốn mua lại call *** (telegram: datvv) mình pass lại cho giá rẻ nhé ạ",1,5,1661768872,47
57268501,1603794.0,19254758,Cực kì hài lòng,"màn tốt, màu đẹp, chân đế chắc chắn. kích hoạt bảo hành bằng hoá đơn khi nhận nên không lo trôi bao hành.",0,5,1685716681,48
57268501,9739127.0,8845185,Đáng từng xu,Màn hình ship tới nhanh và cẩn thận. Chất lượng hiển thị tốt. không có bị hở sáng màn hình. Độ chính xác màu cao (mình đã test chỉnh màu ảnh và cho ra màu chính xác trên các màn hình máy tính và điện thoại khác nhau). Rất tốt trong giá tiền,7,5,1617358347,49
57268501,1020807.0,14519093,Cực kì hài lòng,"Tiki giao hàng nhanh, màn hình đẹp, có hướng dẫn lắp đặt rõ. 
Tuy nhiên,mình dùng tai nghe cắm vào thì bị lỗi lúc rõ lúc không, giống như mòn bộ tiếp xúc, phải kéo lỏng ra 1 tí.",0,5,1642409986,50
57268501,7528559.0,19763706,Cực kì hài lòng,Sản phẩm chất lượng. Giao hàng nhanh chóng,0,5,1707344347,51
57268501,18398094.0,4830405,thiết kế đẹp nhưng hở sáng,"Mình đã kì vọng màn này đỡ bị hở sáng hơn dell nhưng thấy vẫn vậy thậm chí còn nặng hơn. 
hơi buồn nhưng nghĩ mất công đổi trả nên chấp nhận vậ
cho 3 sao",10,3,1599916818,52
57268501,412712.0,12698951,Cực kì hài lòng,"màn siêu đẹp,  hơn hẵn dell u 2419H cũ của mình,  màu dell nhạt hơn,  pro art có nhìu profile màu sẵn tiện đổi qua lại giữa game film hay xem hình ảnh",0,5,1634607889,53
57268501,166965.0,7483964,Cực kì hài lòng,Mình dùng như màn hình phụ (để dọc) với Mac Mini và Macbook thấy cũng khá tốt. Dùng hơn 1 tháng rồi chưa gặp vấn đề gì. Màu sắc dĩ nhiên là không so được với những con SRGB > 98% nhưng cũng khá ổn.,6,5,1612321383,54
57268501,2210846.0,6825382,Cực kì hài lòng,"Màn hình build cứng cáp ok, 3 viền mỏng trừ viền dưới có thước hơi dày nhưng cảm giác vẫn ổn. So với Dell U2419 thì con này sáng hơn nhiều, brightness để 50/100 nhưng vẫn sáng hơn. Ae xài màn ở phòng sáng có lẽ sẽ k lo màn k đủ sáng. 
Cảm nhận ban đầu là vậy.",7,5,1610163792,55
57268501,10955975.0,17947307,Cực kì hài lòng,"Màn hình rất chất lượng, màu sắc đẹp chuyên để thiết kế, shop giao hàng nhanh",0,5,1665639424,56
57268501,1551102.0,5303927,Cực kì hài lòng,Giao hàng sớm hơn dự kiến. Màn hình mình nhận không hở sáng và không điểm chết. Chất lượng rất tốt. Chưa bao giờ thất vọng với Tiki. Bảo hàng 36 tháng nên cũng yên tâm. Về màu sắc rất tuyệt vời. Không làm mình thất vọng.,3,5,1603258672,57
57268501,1062786.0,11774734,Cực kì hài lòng,"Sản phẩm như mô tả, giao hàng tương đối nhanh, đầy đủ phụ kiện, đã test và k thấy vấn đề gì, rất tốt, tuy nhiên shop rep inbox hơi chậm, cần cải thiện",1,5,1628824989,58
57268501,8888393.0,4799230,Ổn trong tầm giá,"Cảm nhận sau một tối sử dụng là chất lượng hiển thị rất tốt trong tầm giá 2tr, mới sử dụng một ngày nhưng thấy khá hài lòng. Tiki giao hàng rất nhanh so với dự kiến. Màn hình này bị hở sáng nhẹ nhưng trong tầm giá này mình ko đỏi hỏi gì nhiều!!!",8,5,1599711659,59
57268501,1376060.0,14077149,Cực kì hài lòng,Vừa sử dụng được mấy hôm. Chưa đánh giá gì nhiều. Tiki thì uy tín rồi. Chất lượng Asus chắc không phải bàn.,0,5,1640493903,60
57268501,1390555.0,17848313,Hài lòng,"Chất lượng tạm ổn, ship nhanh, đóng gói cẩn thận",0,4,1664678456,61
57268501,2028881.0,6723786,Cực kì hài lòng,"Giao hàng nhanh, đúng như mình mong đợi. Về chất lượng màn hình thì mình đã xem kỹ trên kênh web cũng như trên youtube nên ko có gì ngoài ý muốn. Lý do mình chọn màn hình này là màu sắc, 75hz và 1920x1200. Rất hài lòng.",0,5,1609814903,62
57268501,11859464.0,5098014,Serive bảo hanh,"máy mua về đã bị hư 3 cổng usb llac tiki bảo hành nhưng đợi mòn mỏi bảo hành đưa đi đưa về vẫn y chang vẫn hư! shipper tới không bao giờ gọi trước và luôn tới giờ 12-1h chiều
cảm thấy mệt mỏi khi chờ đợi bảo hành từ tiki",1,2,1601968960,63
57268501,566949.0,12787183,Cực kì hài lòng,"mới nhận được màn hình, chỉnh ảnh rất đã, ngồi cả buổi không bị mỏi mắt. 
Có thắc mắc: xin hướng dẫn cách bảo hành điện tử 36 tháng.",0,5,1634985542,64
57268501,6127064.0,9255320,Cực kì hài lòng,Sản phẩm tốt giao hàng hơi lâu. Chất lượng để thời gian kiểm chứng. Nếu tốt thì tiếp tục ủng hộ.,2,5,1619152355,65
57268501,11540968.0,7047232,"Màn hở điện, bị giật","chỗ phần sắt sau màn hình, chỗ phần sắt của các đầu HDMI, HD Port, Vega, USB bị rò điện.
mình chạm vào bị giật. Xin hỏi muốn đổi thì làm như nào ạ?",0,1,1610949309,66
57268501,7735195.0,14087057,Cực kì hài lòng,"Giao Tiki Now nên đảm bảo không bể vỡ, đã tin dùng Asus cho cả 2 em màn hình",2,5,1640521177,67
57268501,14573819.0,16503792,Cực kì hài lòng,Đóng gói cẩn thận giao hàng muộn hơn dự kiến 1 ngày nhưng vẫn ok. Cẩn thận,0,5,1653821324,68
57268501,856413.0,18007964,Cực kì hài lòng,"Màn to, đẹp. Hở sáng không đáng kể",0,5,1666281142,69
57268501,791757.0,19023262,Hài lòng,,0,4,1680054063,70
57268501,6741509.0,12407521,Bình thường,"Màn hình độ sáng không đều, bên dưới hơi tối hơn một chút so với phía trên",0,3,1633167580,71
57268501,6868890.0,12005454,Cực kì hài lòng,"sản phẩm chất lượng, đúng như mô tả. Mà kích hoạt bảo hành như thế nào vậy shop?",2,5,1629800998,72
57268501,28459965.0,18877977,Cực kì hài lòng,,0,5,1677547196,73
57268501,227744.0,15478290,Cực kì hài lòng,"Màu lên đẹp, mua Dell Ultrasharp k có đổi qua loại này thấy hài lòng",0,5,1647576441,74
57268501,12072312.0,13271585,Bình thường,Ngoài việc hàng bị giao chậm vài ngày thì mọi thứ đều ổn cho tới thời điểm hiện tại,0,3,1637154591,75
57268501,664530.0,12635814,Hài lòng,"Giao hàng sớm hơn dự báo dù trời mưa, màn vẫn làm việc tốt.",0,4,1634297494,76
57268501,2105346.0,18559911,Cực kì hài lòng,,0,5,1672712616,77
57268501,19472623.0,15449704,Cực kì hài lòng,Màng hình tốt trong tầm giá,0,5,1647420237,78
57268501,8001496.0,12869097,Cực kì hài lòng,"Hàng chính hãng, rất chắc chắn, hình ảnh sáng đẹp",0,5,1635349226,79
57268501,6712735.0,15491766,Cực kì hài lòng,"Chất lượng màn hình tốt, thiết kế viền dưới hơi thô",0,5,1647648960,80
57268501,9750951.0,18179072,Cực kì hài lòng,,0,5,1668158692,81
57268501,15725299.0,12266145,Cực kì hài lòng,"Hàng tốt, giá tốt.",0,5,1632144899,82
57268501,8715914.0,13499811,Hài lòng,"màn hình tốt nhưng mà hết hàng rồi vẫn treo bán, ship lâu quá 17 ngày lận",0,3,1638106487,83
57268501,1221494.0,18031354,Cực kì hài lòng,,0,5,1666546311,84
57268501,757937.0,5273670,Hài lòng,"Đóng gói cẩn thận, chất lượng hiển thị màu sắc khá tốt so với các màn khác trong cùng tầm giá, chân đế hơi to nhưng bù lại thì chắc chắn, ko rung lắc.",1,4,1603068251,85
57268501,5231997.0,15384608,Cực kì hài lòng,"Giao hàng nhanh, gói cẩn thận, hoạt động tốt",0,5,1647089325,86
57268501,10042880.0,14086459,Cực kì hài lòng,"tạm thời ok, giao khá nhanh",0,5,1640518901,87
57268501,1313458.0,15500001,Cực kì hài lòng,không biết kích hoạt bảo hành màn hình ntn,0,5,1647678385,88
57268501,8219662.0,14723576,Bình thường,Tôi cần biết chính sách bảo hành và hóa đơn VAT,1,3,1643281085,89
57268501,8091909.0,15575953,Cực kì hài lòng,"dịch vụ tốt, hàng chất lượng",0,5,1648099271,90
57268501,14651536.0,14844259,Cực kì hài lòng,xịn,2,5,1644306536,91
57268501,8808373.0,13831774,Hài lòng,"Đóng gói kỹ , giao hàng hơi lâu mặc dù Tiki trading :(",0,4,1639500850,92
57268501,8960357.0,12733887,Cực kì hài lòng,hàng rất đẹp và ok luôn nha,0,5,1634742058,93
57268501,22277031.0,12166798,Bình thường,"Sản phẩm hoạt động tốt đúng như mô tả, tuy nhiên vận chuyển chậm.",0,3,1631366861,94
57268501,24657949.0,17062494,Cực kì hài lòng,,0,5,1657775961,95
57268501,17934764.0,13520475,Không hài lòng,Giao hàng chậm. Đặt hôm 11 giao ngày 28. Ko hài lòng,0,2,1638194359,96
57268501,6093802.0,4658300,Cực kì hài lòng,"vẫn chuyển nhanh, màn hình chất lượng, rất vừa ý. tỷ lệ màn hình 16:10_nên nhìn cảm giác rất lớn và đẹp :D",5,5,1598612006,97
57268501,17677267.0,15703909,Cực kì hài lòng,"rất ok, 16:10 rộng 16:9",0,5,1648739616,98
57268501,874132.0,13396303,Cực kì hài lòng,Hàng chuẩn nha,0,5,1637688847,99
57268501,9186308.0,13160560,Cực kì hài lòng,"màu đẹp, tỉ lệ 16:10 rộng hơn 16:9 truyền thống",0,5,1636767472,100
57268501,5811587.0,12733398,Cực kì hài lòng,sản phẩm quá tốt,0,5,1634740367,101
57268501,1916012.0,6554126,Cực kì hài lòng,"Hàng chính hãng, phù hợp cho ae làm đồ hoạ",2,5,1609118923,102
57268501,1518007.0,11942256,Hài lòng,Tốt nhưng ko quá khác biệt chất lượng với các sp tầm giá 3tr,0,4,1629460394,103
57268501,24153492.0,15755268,Cực kì hài lòng,sài tốt lắm,0,5,1648991443,104
57268501,1503331.0,15785641,Cực kì hài lòng,Ok cài ổn,0,5,1649157730,105
57268501,11981689.0,13571090,Cực kì hài lòng,Màn xịn. Giao và đóng gói cẩn thận.,0,5,1638424898,106
57268501,5641135.0,15186753,Cực kì hài lòng,good giao hàng nhanh,0,5,1646031917,107
57268501,26278164.0,15154928,Cực kì hài lòng,Màn hình đẹp ok,0,5,1645864944,108
57268501,11538658.0,14523748,Cực kì hài lòng,Màn tốt giao hàng nhanh,0,5,1642424090,109
57268501,23454207.0,12710026,Cực kì hài lòng,Xịn,0,5,1634639928,110
57268501,614738.0,15968702,Cực kì hài lòng,,0,5,1650198871,111
57268501,8516621.0,15943385,Cực kì hài lòng,,0,5,1650068189,112
57268501,6221925.0,4494879,Cực kì hài lòng,"Tiki giao hàng chất lượng, đóng gói cẩn thận, màn hình màu rất đẹp. Tuy nhiên,  loa màn hình rất nhỏ, nên cân nhắc trước khi mua.",10,5,1597632079,113
57268501,190393.0,15914752,Cực kì hài lòng,,0,5,1649906148,114
57268501,1675903.0,15906476,Cực kì hài lòng,,0,5,1649846510,115
57268501,8505914.0,7059891,Đổi Trả,"Màn mình mới mua 1 hôm, phát hiện chết điểm, shop có thể hỗ trợ đổi cho mình được không ạ?",0,2,1610979642,116
57268501,5420308.0,15782299,Cực kì hài lòng,,0,5,1649144321,117
57268501,11095713.0,13430733,Cực kì hài lòng,"Màn hình tốt, giá cạnh tranh",0,5,1637843220,118
57268501,586421.0,15705035,Cực kì hài lòng,,0,5,1648746141,119
57268501,527930.0,12518079,Hài lòng,"Thiết kế khá đẹp , có thêt xoay dọc",0,4,1633788397,120
57268501,237901.0,12659685,Cực kì hài lòng,"rất chất lượng, đẹp, chắc chắn",0,5,1634432753,121
57268501,17876661.0,15527224,Cực kì hài lòng,,0,5,1647835584,122
57268501,6011147.0,15521297,Cực kì hài lòng,,0,5,1647786062,123
57268501,87972.0,11661270,Cực kì hài lòng,"Màn hình khá tốt, cung cấp dây chuyển đầy đủ.",1,5,1628330733,124
57268501,22748954.0,14755259,Cực kì hài lòng,Giao hàng ok,0,5,1643468880,125
57268501,7577512.0,12329994,Cực kì hài lòng,,0,5,1632633744,126
57268501,5675806.0,15331205,Cực kì hài lòng,,0,5,1646807487,127
57268501,10989307.0,12183658,Cực kì hài lòng,Chẳng cần nói gì thêm! Quá toẹt vời!,0,5,1631512655,128
57268501,8293873.0,15280057,Cực kì hài lòng,,0,5,1646537514,129
57268501,8242178.0,15244600,Cực kì hài lòng,,0,5,1646326491,130
57268501,7090465.0,15151464,Cực kì hài lòng,,0,5,1645853523,131
57268501,20686824.0,15110753,Cực kì hài lòng,,0,5,1645623167,132
57268501,778431.0,15082491,Cực kì hài lòng,,0,5,1645511119,133
57268501,1668471.0,13507461,Cực kì hài lòng,Màn hình rất tốt!,0,5,1638157648,134
57268501,475859.0,12608979,Cực kì hài lòng,chất lượng hình ảnh tốt,0,5,1634187495,135
57268501,1727282.0,14882377,Cực kì hài lòng,,0,5,1644481447,136
57268501,178221.0,14775260,Cực kì hài lòng,Ok,0,5,1643770027,137
57268501,7486207.0,14702228,Cực kì hài lòng,,0,5,1643180992,138
57268501,35288.0,12513119,Cực kì hài lòng,Sản phẩm như mong đợi,0,5,1633769981,139
57268501,7027587.0,10528111,Cực kì hài lòng,Tuyệt vời.,0,5,1624092850,140
57268501,9789428.0,5880768,Cực kì hài lòng,"hang nhan dong goi can than, nhin da hon han Dell U2414H; de dung mot thoi gian moi danh gia chat luogn hien thi",4,5,1606880963,141
57268501,5577431.0,14510166,Cực kì hài lòng,,0,5,1642387318,142
57268501,,10372854,Cực kì hài lòng,"Rất hài lòng về sản phẩm,hơn cả trông đợi",0,5,1623497410,143
57268501,12388970.0,14100284,Cực kì hài lòng,,0,5,1640589521,144
57268501,60013.0,14043274,Cực kì hài lòng,,0,5,1640333427,145
57268501,8574161.0,14023773,Cực kì hài lòng,,0,5,1640251302,146
57268501,6714557.0,9205628,Cực kì hài lòng,Màu tốt. Đế vững chãi. Phù hợp cho ngành thiết kế.,0,5,1618928210,147
57268501,12314506.0,13933486,Cực kì hài lòng,,0,5,1639902481,148
57268501,994531.0,13785271,Cực kì hài lòng,,0,5,1639356471,149
57268501,6296993.0,5790970,Hài lòng,Màn hình bị hở sáng một ít. Nhưng nhìn chung vẫn chấp nhận được. Khá hài lòng!,0,4,1606539148,150
57268501,21017728.0,12402837,Cực kì hài lòng,sản phẩm tốt,0,5,1633148376,151
57268501,5498694.0,12336936,Cực kì hài lòng,Sản phẩm tốt,0,5,1632663056,152
57268501,11768611.0,13315872,Cực kì hài lòng,,0,5,1637346334,153
57268501,301769.0,13292532,Cực kì hài lòng,,0,5,1637248934,154
57268501,597509.0,6893038,Cực kì hài lòng,Mua cho phụ huynh dùng làm ảnh và edit video. Không thấy chê bai gì :),2,5,1610419815,155
57268501,5286096.0,12986154,Cực kì hài lòng,,0,5,1635900442,156
57268501,9709818.0,12926049,Cực kì hài lòng,,0,5,1635607665,157
57268501,5228262.0,12809635,Cực kì hài lòng,,0,5,1635081997,158
57268501,569368.0,12653516,Cực kì hài lòng,,0,5,1634383218,159
57268501,1946859.0,12633769,Cực kì hài lòng,,0,5,1634290366,160
57268501,557442.0,12608553,Cực kì hài lòng,,0,5,1634186402,161
57268501,1644429.0,4793702,Cực kì hài lòng,màu đẹp. chất lượng. rất đáng mua trong tầm giá,4,5,1599663011,162
57268501,7146394.0,4797299,Cực kì hài lòng,Hộp đóng gói kỹ. Màn hình rất tốt trong mức giá,3,5,1599703675,163
57268501,1886187.0,12552440,Cực kì hài lòng,,0,5,1633938365,164
57268501,7907451.0,12479979,Cực kì hài lòng,,0,5,1633589174,165
57268501,18596397.0,12461405,Cực kì hài lòng,,0,5,1633494076,166
57268501,13782308.0,12327770,Cực kì hài lòng,,0,5,1632626053,167
57268501,6791105.0,11254751,Cực kì hài lòng,Màn hình đẹp,0,5,1626528114,168
57268501,7576450.0,11731768,Cực kì hài lòng,hài lòng,0,5,1628611255,169
57268501,1467193.0,12091020,Cực kì hài lòng,,0,5,1630719204,170
57268501,22532503.0,12084331,Cực kì hài lòng,,0,5,1630640214,171
57268501,7983810.0,11204049,Cực kì hài lòng,Rất tốt,1,5,1626395941,172
57268501,19109790.0,11857982,Cực kì hài lòng,,0,5,1629124796,173
57268501,686172.0,11827563,Cực kì hài lòng,,0,5,1629015266,174
57268501,572999.0,11748977,Cực kì hài lòng,,0,5,1628691679,175
57268501,10516036.0,5857740,Cực kì hài lòng,Màn hìn quá oke. Check k bị điềm chết là mừng rồi,1,5,1606806886,176
57268501,2223737.0,11171859,Hài lòng,,0,4,1626274353,177
57268501,194200.0,11101462,Cực kì hài lòng,,2,5,1626075184,178
57268501,1749434.0,10860284,Hài lòng,,0,4,1625371096,179
57268501,1901308.0,10698632,Cực kì hài lòng,,0,5,1624778965,180
57268501,1797795.0,6606896,Cực kì hài lòng,,0,5,1609297702,181
57268501,105741.0,10288274,Cực kì hài lòng,,0,5,1623227444,182
57268501,1930542.0,6466669,Cực kì hài lòng,,0,5,1608793386,183
57268501,8597928.0,9948149,Cực kì hài lòng,,1,5,1621920681,184
57268501,11905982.0,9498205,Cực kì hài lòng,Good!,1,5,1620143201,185
57268501,8649022.0,9308027,Cực kì hài lòng,,0,5,1619283779,186
57268501,1704452.0,7543008,Cực kì hài lòng,Ok,1,5,1612493959,187
57268501,7473831.0,7322384,Cực kì hài lòng,ngon,1,5,1611827467,188
57268501,305249.0,7680302,Cực kì hài lòng,,1,5,1613032147,189
57268501,7347565.0,6999120,Cực kì hài lòng,,1,5,1610771608,190
57268501,10797852.0,6988702,Cực kì hài lòng,,1,5,1610721016,191
57268501,10428967.0,6939681,Cực kì hài lòng,,1,5,1610552106,192
57268501,10900905.0,6865961,Cực kì hài lòng,,1,5,1610324048,193
57268501,10155351.0,6592696,Cực kì hài lòng,ok,1,5,1609237995,194
57268501,9725061.0,6675317,Cực kì hài lòng,,1,5,1609569694,195
57268501,6311019.0,6497331,Cực kì hài lòng,,0,5,1608897723,196
57268501,7273299.0,6453045,Cực kì hài lòng,,1,5,1608736800,197
57268501,1647564.0,6308917,Cực kì hài lòng,,1,5,1608273987,198
57268501,98462.0,5788982,Cực kì hài lòng,Good,1,5,1606532887,199
57268501,1697077.0,6041812,Cực kì hài lòng,,1,5,1607445540,200
57268501,10118193.0,5855989,Cực kì hài lòng,,1,5,1606802961,201
57268501,5286574.0,5805984,Cực kì hài lòng,,1,5,1606611781,202
57268501,324079.0,5771812,Cực kì hài lòng,,0,5,1606457515,203
57268501,572727.0,5723289,Cực kì hài lòng,,0,5,1606178784,204
57268501,1976614.0,5606234,Cực kì hài lòng,,1,5,1605336773,205
57268501,410539.0,5611482,Cực kì hài lòng,,0,5,1605360927,206
57268501,847140.0,5525164,Cực kì hài lòng,,1,5,1604979244,207
57268501,16646412.0,5135404,Cực kì hài lòng,,0,5,1602226192,208
98732914,24849172.0,19088494,Cực kì hài lòng,Màn hình chuẩn màu. Đẹp,0,5,1681408926,209
108423866,739720.0,14715158,Cực kì hài lòng,"Rất đẹp. Xài màn hình 2K xuống full HD cảm thấy hơi rỗ nhẹ, nhưng từ từ sẽ quen. Kết nối 1 cổng type C qua Macbook vừa sạc được vừa gọn quá tiện luôn
Tiki đặt hàng ngày Chủ nhật mà trưa thứ 2 đã giao quá nhanh mặc dù mình ở ngoại thành HCM",2,5,1643252395,210
108423866,539641.0,16206970,Cực kì hài lòng,"Hàng chất lượng, ko lỗi lầm, giao hàng nhanh, test đúng 75hz, chỉ hơi tiết là nhìn bề ngang hơi thô. 
Cổng kết nối đa tiện dụng, đang sử dụng typeC, cà có thể cắm usb, đèn, mở rộng thêm màn hình tùy ý - ưng nhất điểm này ở con Proart",0,5,1651756748,211
108423866,5744010.0,19615220,Cực kì hài lòng,Bạn nào muốn mua liên hệ mình để lại cho nhé vì nhà mình có màn hình rộng hơn nên không dùng đến mấy. Hàng mới mua tiki bảo hành còn nguyên máy chạy ngon. Mình ở Hà nội nha. Ntin số mình ***. Thanks,0,5,1698417488,212
