GeneralFeedbackID,OneStar,TwoStar,ThreeStar,FourStar,FiveStar,ReviewCount,LastUpdated
14777894,0,0,0,2,19,21,2024-06-26 10:38:35.668313
13706009,0,0,0,2,19,21,2024-06-26 10:38:35.668313
14677286,0,0,0,2,19,21,2024-06-26 10:38:35.668313
14024357,0,0,0,2,19,21,2024-06-26 10:38:35.668313
13856776,0,0,0,2,19,21,2024-06-26 10:38:35.668313
19684714,0,0,0,1,1,2,2024-06-26 10:38:35.668313
19779903,0,0,0,1,1,2,2024-06-26 10:38:35.668313
19603866,0,0,0,1,0,1,2024-06-26 10:38:35.668313
15283941,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13045991,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12851085,2,3,6,11,146,168,2024-06-26 10:38:35.668313
18742451,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15495723,2,3,6,11,146,168,2024-06-26 10:38:35.668313
19303056,2,3,6,11,146,168,2024-06-26 10:38:35.668313
17551150,2,3,6,11,146,168,2024-06-26 10:38:35.668313
19254758,2,3,6,11,146,168,2024-06-26 10:38:35.668313
8845185,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14519093,2,3,6,11,146,168,2024-06-26 10:38:35.668313
19763706,2,3,6,11,146,168,2024-06-26 10:38:35.668313
4830405,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12698951,2,3,6,11,146,168,2024-06-26 10:38:35.668313
7483964,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6825382,2,3,6,11,146,168,2024-06-26 10:38:35.668313
17947307,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5303927,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11774734,2,3,6,11,146,168,2024-06-26 10:38:35.668313
4799230,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14077149,2,3,6,11,146,168,2024-06-26 10:38:35.668313
17848313,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6723786,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5098014,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12787183,2,3,6,11,146,168,2024-06-26 10:38:35.668313
9255320,2,3,6,11,146,168,2024-06-26 10:38:35.668313
7047232,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14087057,2,3,6,11,146,168,2024-06-26 10:38:35.668313
16503792,2,3,6,11,146,168,2024-06-26 10:38:35.668313
18007964,2,3,6,11,146,168,2024-06-26 10:38:35.668313
19023262,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12407521,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12005454,2,3,6,11,146,168,2024-06-26 10:38:35.668313
18877977,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15478290,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13271585,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12635814,2,3,6,11,146,168,2024-06-26 10:38:35.668313
18559911,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15449704,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12869097,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15491766,2,3,6,11,146,168,2024-06-26 10:38:35.668313
18179072,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12266145,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13499811,2,3,6,11,146,168,2024-06-26 10:38:35.668313
18031354,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5273670,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15384608,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14086459,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15500001,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14723576,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15575953,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14844259,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13831774,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12733887,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12166798,2,3,6,11,146,168,2024-06-26 10:38:35.668313
17062494,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13520475,2,3,6,11,146,168,2024-06-26 10:38:35.668313
4658300,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15703909,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13396303,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13160560,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12733398,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6554126,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11942256,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15755268,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15785641,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13571090,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15186753,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15154928,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14523748,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12710026,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15968702,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15943385,2,3,6,11,146,168,2024-06-26 10:38:35.668313
4494879,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15914752,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15906476,2,3,6,11,146,168,2024-06-26 10:38:35.668313
7059891,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15782299,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13430733,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15705035,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12518079,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12659685,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15527224,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15521297,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11661270,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14755259,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12329994,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15331205,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12183658,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15280057,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15244600,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15151464,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15110753,2,3,6,11,146,168,2024-06-26 10:38:35.668313
15082491,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13507461,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12608979,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14882377,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14775260,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14702228,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12513119,2,3,6,11,146,168,2024-06-26 10:38:35.668313
10528111,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5880768,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14510166,2,3,6,11,146,168,2024-06-26 10:38:35.668313
10372854,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14100284,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14043274,2,3,6,11,146,168,2024-06-26 10:38:35.668313
14023773,2,3,6,11,146,168,2024-06-26 10:38:35.668313
9205628,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13933486,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13785271,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5790970,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12402837,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12336936,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13315872,2,3,6,11,146,168,2024-06-26 10:38:35.668313
13292532,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6893038,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12986154,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12926049,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12809635,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12653516,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12633769,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12608553,2,3,6,11,146,168,2024-06-26 10:38:35.668313
4793702,2,3,6,11,146,168,2024-06-26 10:38:35.668313
4797299,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12552440,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12479979,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12461405,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12327770,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11254751,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11731768,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12091020,2,3,6,11,146,168,2024-06-26 10:38:35.668313
12084331,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11204049,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11857982,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11827563,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11748977,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5857740,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11171859,2,3,6,11,146,168,2024-06-26 10:38:35.668313
11101462,2,3,6,11,146,168,2024-06-26 10:38:35.668313
10860284,2,3,6,11,146,168,2024-06-26 10:38:35.668313
10698632,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6606896,2,3,6,11,146,168,2024-06-26 10:38:35.668313
10288274,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6466669,2,3,6,11,146,168,2024-06-26 10:38:35.668313
9948149,2,3,6,11,146,168,2024-06-26 10:38:35.668313
9498205,2,3,6,11,146,168,2024-06-26 10:38:35.668313
9308027,2,3,6,11,146,168,2024-06-26 10:38:35.668313
7543008,2,3,6,11,146,168,2024-06-26 10:38:35.668313
7322384,2,3,6,11,146,168,2024-06-26 10:38:35.668313
7680302,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6999120,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6988702,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6939681,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6865961,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6592696,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6675317,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6497331,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6453045,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6308917,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5788982,2,3,6,11,146,168,2024-06-26 10:38:35.668313
6041812,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5855989,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5805984,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5771812,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5723289,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5606234,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5611482,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5525164,2,3,6,11,146,168,2024-06-26 10:38:35.668313
5135404,2,3,6,11,146,168,2024-06-26 10:38:35.668313
19088494,0,0,0,0,1,1,2024-06-26 10:38:35.668313
14715158,0,1,1,6,62,70,2024-06-26 10:38:35.668313
16206970,0,1,1,6,62,70,2024-06-26 10:38:35.668313
19615220,0,1,1,6,62,70,2024-06-26 10:38:35.668313
16980242,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12883766,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13092148,0,1,1,6,62,70,2024-06-26 10:38:35.668313
16690471,0,1,1,6,62,70,2024-06-26 10:38:35.668313
18688531,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13928768,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12890218,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12324392,0,1,1,6,62,70,2024-06-26 10:38:35.668313
14376192,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13416360,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13158289,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12685669,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13229348,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13907481,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12535975,0,1,1,6,62,70,2024-06-26 10:38:35.668313
18961082,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12146708,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13174737,0,1,1,6,62,70,2024-06-26 10:38:35.668313
11796558,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12540182,0,1,1,6,62,70,2024-06-26 10:38:35.668313
15170790,0,1,1,6,62,70,2024-06-26 10:38:35.668313
15245688,0,1,1,6,62,70,2024-06-26 10:38:35.668313
15596690,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13181064,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13391381,0,1,1,6,62,70,2024-06-26 10:38:35.668313
17512882,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13226827,0,1,1,6,62,70,2024-06-26 10:38:35.668313
17183189,0,1,1,6,62,70,2024-06-26 10:38:35.668313
16677242,0,1,1,6,62,70,2024-06-26 10:38:35.668313
14526098,0,1,1,6,62,70,2024-06-26 10:38:35.668313
15523140,0,1,1,6,62,70,2024-06-26 10:38:35.668313
16353414,0,1,1,6,62,70,2024-06-26 10:38:35.668313
16293368,0,1,1,6,62,70,2024-06-26 10:38:35.668313
16279696,0,1,1,6,62,70,2024-06-26 10:38:35.668313
16001298,0,1,1,6,62,70,2024-06-26 10:38:35.668313
16071022,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13915426,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13052488,0,1,1,6,62,70,2024-06-26 10:38:35.668313
15944143,0,1,1,6,62,70,2024-06-26 10:38:35.668313
15814382,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13287453,0,1,1,6,62,70,2024-06-26 10:38:35.668313
11656205,0,1,1,6,62,70,2024-06-26 10:38:35.668313
15598141,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13075588,0,1,1,6,62,70,2024-06-26 10:38:35.668313
15161434,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13391321,0,1,1,6,62,70,2024-06-26 10:38:35.668313
14814898,0,1,1,6,62,70,2024-06-26 10:38:35.668313
14726346,0,1,1,6,62,70,2024-06-26 10:38:35.668313
14117903,0,1,1,6,62,70,2024-06-26 10:38:35.668313
14650242,0,1,1,6,62,70,2024-06-26 10:38:35.668313
14576626,0,1,1,6,62,70,2024-06-26 10:38:35.668313
14515961,0,1,1,6,62,70,2024-06-26 10:38:35.668313
14510168,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13123857,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12793327,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13697167,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13317675,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13417679,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13283886,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13254274,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12932080,0,1,1,6,62,70,2024-06-26 10:38:35.668313
13169607,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12998847,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12670337,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12537435,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12442233,0,1,1,6,62,70,2024-06-26 10:38:35.668313
11179010,0,1,1,6,62,70,2024-06-26 10:38:35.668313
12738644,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16511617,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14097757,7,1,5,7,129,149,2024-06-26 10:38:35.668313
19359195,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12276127,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13927278,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11807716,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14588240,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15934357,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14960133,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12875416,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14518814,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14849809,7,1,5,7,129,149,2024-06-26 10:38:35.668313
17589962,7,1,5,7,129,149,2024-06-26 10:38:35.668313
4772543,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16205293,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13004193,7,1,5,7,129,149,2024-06-26 10:38:35.668313
4873215,7,1,5,7,129,149,2024-06-26 10:38:35.668313
4696340,7,1,5,7,129,149,2024-06-26 10:38:35.668313
4022947,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15457986,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12097603,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13282491,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12716237,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16294899,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12457539,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12504638,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13172712,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13261947,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11250061,7,1,5,7,129,149,2024-06-26 10:38:35.668313
18078862,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12802470,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12304232,7,1,5,7,129,149,2024-06-26 10:38:35.668313
18949376,7,1,5,7,129,149,2024-06-26 10:38:35.668313
18805333,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15302794,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14123325,7,1,5,7,129,149,2024-06-26 10:38:35.668313
6391217,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16073593,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16803441,7,1,5,7,129,149,2024-06-26 10:38:35.668313
18317593,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13307214,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14494435,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16479223,7,1,5,7,129,149,2024-06-26 10:38:35.668313
18232676,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12768554,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13896243,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15641790,7,1,5,7,129,149,2024-06-26 10:38:35.668313
17869328,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16917655,7,1,5,7,129,149,2024-06-26 10:38:35.668313
17727864,7,1,5,7,129,149,2024-06-26 10:38:35.668313
17651979,7,1,5,7,129,149,2024-06-26 10:38:35.668313
17631433,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14858680,7,1,5,7,129,149,2024-06-26 10:38:35.668313
17417935,7,1,5,7,129,149,2024-06-26 10:38:35.668313
17260601,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16232146,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14496321,7,1,5,7,129,149,2024-06-26 10:38:35.668313
5777743,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16737229,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16366909,7,1,5,7,129,149,2024-06-26 10:38:35.668313
7213823,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14216236,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16017517,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16215781,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13226054,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12815817,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15732752,7,1,5,7,129,149,2024-06-26 10:38:35.668313
4485920,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16089907,7,1,5,7,129,149,2024-06-26 10:38:35.668313
16078194,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15670465,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11963912,7,1,5,7,129,149,2024-06-26 10:38:35.668313
9569415,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15784921,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14918597,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15571035,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15793026,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15769172,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15760770,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15741711,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15671781,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15647060,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15642929,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15570637,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15556905,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12793196,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14365374,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13586013,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15206607,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15148665,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13535615,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15117442,7,1,5,7,129,149,2024-06-26 10:38:35.668313
15002753,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14979324,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14915615,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13811608,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14869338,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14653435,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14541863,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14290424,7,1,5,7,129,149,2024-06-26 10:38:35.668313
7951652,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14191677,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14133371,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14100282,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13752600,7,1,5,7,129,149,2024-06-26 10:38:35.668313
14072071,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13964099,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13921297,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13820105,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13695121,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13618838,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13595088,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13091570,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13455158,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13183616,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11287000,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13262098,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13164225,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13136286,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12772126,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12904702,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12493850,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12581706,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12560900,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12372662,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12371530,7,1,5,7,129,149,2024-06-26 10:38:35.668313
12345333,7,1,5,7,129,149,2024-06-26 10:38:35.668313
6302368,7,1,5,7,129,149,2024-06-26 10:38:35.668313
7057954,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11874158,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11516621,7,1,5,7,129,149,2024-06-26 10:38:35.668313
4405992,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11440715,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11378853,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11378230,7,1,5,7,129,149,2024-06-26 10:38:35.668313
11363182,7,1,5,7,129,149,2024-06-26 10:38:35.668313
10640260,7,1,5,7,129,149,2024-06-26 10:38:35.668313
8741321,7,1,5,7,129,149,2024-06-26 10:38:35.668313
8430390,7,1,5,7,129,149,2024-06-26 10:38:35.668313
5659337,7,1,5,7,129,149,2024-06-26 10:38:35.668313
7167811,7,1,5,7,129,149,2024-06-26 10:38:35.668313
6336681,7,1,5,7,129,149,2024-06-26 10:38:35.668313
6288331,7,1,5,7,129,149,2024-06-26 10:38:35.668313
6054479,7,1,5,7,129,149,2024-06-26 10:38:35.668313
5919712,7,1,5,7,129,149,2024-06-26 10:38:35.668313
5851470,7,1,5,7,129,149,2024-06-26 10:38:35.668313
5712266,7,1,5,7,129,149,2024-06-26 10:38:35.668313
3974679,7,1,5,7,129,149,2024-06-26 10:38:35.668313
13502077,1,1,1,2,7,12,2024-06-26 10:38:35.668313
13447299,1,1,1,2,7,12,2024-06-26 10:38:35.668313
13172431,1,1,1,2,7,12,2024-06-26 10:38:35.668313
17532790,1,1,1,2,7,12,2024-06-26 10:38:35.668313
16609619,1,1,1,2,7,12,2024-06-26 10:38:35.668313
13235797,1,1,1,2,7,12,2024-06-26 10:38:35.668313
